text,label,split,cleaned_text
Pesanan tersebut bernilai lebih dari EUR15 juta.,1,Train,pesanan bernilai lebih dari token_uang
Estimasi nilai tahunan dari perjanjian bingkai adalah sekitar EUR 50 juta.,1,Train,estimasi nilai tahunan dari perjanjian bingkai sekitar token_uang
"Svyturys-Utenos Alus, yang dikendalikan grup Nordik Baltic Beverages Holding (BBH), membukukan pertumbuhan penjualan bir Januari-September sebesar 6,1 persen menjadi 101,99 juta liter.",2,Train,svyturys utenos alus dikendalikan grup nordik baltic beverages holding bbh membukukan pertumbuhan penjualan bir januari september sebesar token_persen menjadi token_angka juta liter
"Kontraktor pusat perbelanjaan, China State Construction Engineering Corporation, sebelumnya telah membangun, misalnya, bandara, hotel, dan pabrik untuk pelanggan internasional besar di berbagai belahan dunia.",1,Train,kontraktor pusat perbelanjaan china state construction engineering corporation membangun bandara hotel pabrik pelanggan internasional belahan dunia
"Pelanggan kami berasal dari negara-negara berikut: Inggris, Amerika Serikat, Spanyol, Prancis, Italia, Jerman, Cina, Swedia, Norwegia, Belanda, Austria, Belgia, Swiss, Republik Ceko, Serbia, Finlandia, Kanada, Rusia, Ukraina, Portugal, Denmark , Irlandia , Korea Selatan , Estonia dan Liechtenstein .",1,Train,pelanggan berasal dari negara negara inggris amerika serikat spanyol prancis italia jerman cina swedia norwegia belanda austria belgia swiss republik ceko serbia finlandia kanada rusia ukraina portugal denmark irlandia korea selatan estonia liechtenstein
N-Viro mengoperasikan fasilitas pemrosesan secara mandiri maupun bermitra dengan pemerintah kota.,1,Train,n viro mengoperasikan fasilitas pemrosesan mandiri bermitra pemerintah kota
"Profil laporan 158 perusahaan termasuk banyak pemain kunci dan ceruk termasuk produsen bukan tenunan utama seperti Ahlstrom Corporation, Asahi Kasei Corporation, Buckeye Technologies, Inc, EI.",1,Train,profil laporan token_angka perusahaan pemain kunci ceruk produsen tenunan utama ahlstrom corporation asahi kasei corporation buckeye technologies inc ei
"`` Jika Anda memerlukan alat penghapus malware, ketikkan URL pilihan vendor Anda langsung ke bilah peramban dan gunakan tautan di situs web mereka,' tulis Rik Ferguson dari Trend Micro pada hari Senin.",1,Train,alat penghapus malware ketikkan url pilihan vendor langsung ke bilah peramban tautan situs web tulis rik ferguson dari trend micro senin
Nilai pesanan lebih dari EUR 10 juta.,1,Train,nilai pesanan lebih dari token_uang
"Sukhraj Dulai , dari blok 2900 Boni Sue Court , jalan buntu di sisi utara kota , menyalakan kendaraan dan masuk ke dalam rumahnya sekitar pukul 8 pagi hari Selasa , membiarkan pintu garasi terbuka .",1,Train,sukhraj dulai dari blok token_angka boni sue court jalan buntu sisi utara kota menyalakan kendaraan masuk ke rumahnya sekitar token_angka pagi selasa membiarkan pintu garasi terbuka
"Selama sembilan bulan pertama tahun 2010 , laba bersih perusahaan naik menjadi EUR41m dari EUR30m untuk periode yang sama tahun 2009 .",2,Train,selama sembilan token_tahun laba bersih perusahaan naik menjadi token_uang dari token_uang periode token_tahun
"EBIT Grup untuk paruh pertama adalah EUR13 ,6 juta US$ 17,8 juta , kurang dari EUR22 ,5 juta yang dibukukan untuk periode yang sama tahun 2009 .",0,Train,laba operasional grup paruh token_uang token_angka juta us token_angka juta kurang dari token_uang token_angka juta dibukukan periode token_tahun
Properti tersebut dibeli dari perusahaan real estat ekuitas swasta Swedia Niam dan Goldman Sachs ' Whitehall Street Real Estate Funds .,1,Train,properti dibeli dari perusahaan real estat ekuitas swasta swedia niam goldman sachs whitehall street real estate funds
"Total lalu lintas Finnair menurun sebesar 8,7% dalam hal pendapatan kilometer penumpang.",0,Train,total lintas finnair menurun sebesar token_angka pendapatan kilometer penumpang
"Perusahaan menawarkan layanan penggajian, termasuk pemrosesan penggajian, administrasi pajak penggajian, dan layanan pembayaran karyawan, termasuk setoran langsung, penandatanganan cek, dan Readychex.",1,Train,perusahaan menawarkan layanan penggajian pemrosesan penggajian administrasi pajak penggajian layanan pembayaran karyawan setoran langsung penandatanganan cek readychex
Keputusan harus dibuat secepat mungkin.,1,Train,keputusan secepat
"Sebagai alternatif pertukaran saham, Panostaja menawarkan pertimbangan tunai penuh dengan nilai 1,27 euro $1,7 per saham.",1,Train,alternatif pertukaran saham panostaja menawarkan pertimbangan tunai penuh nilai token_angka euro token_angka saham
"Ini adalah anggota dari aliansi OneWorld, yang meliputi American Airlines dan British Airways.",1,Train,anggota dari aliansi oneworld meliputi american airlines british airways
"Pada tingkat pertumbuhan ini, membayar utang nasional akan sangat menyakitkan.",0,Train,tingkat pertumbuhan membayar utang nasional sangat menyakitkan
Penutupan transaksi dijadwalkan berlangsung pada 10 Januari 2008 .,1,Train,penutupan transaksi dijadwalkan token_angka januari token_tahun
"Pada kuartal keempat tahun 2008 , penjualan bersih turun menjadi EUR 121,4 juta dari EUR 165,5 juta pada kuartal keempat tahun 2007 .",0,Train,kuartal keempat token_tahun penjualan bersih turun menjadi token_uang dari token_uang kuartal keempat token_tahun
Total investasi pada tahun 2006 dan 2007 diperkirakan berjumlah sekitar EUR75 juta.,1,Train,total investasi token_tahun token_tahun sekitar token_uang
"Laba sebelum pajak berjumlah EUR 397,4 juta, naik dari EUR 164,7 juta.",2,Train,laba pajak token_uang naik dari token_uang
"Akan ada penerbangan kembali dari Stuttgart setiap pagi, serta keberangkatan sore hari pada hari Kamis, Jumat dan Minggu.",1,Train,penerbangan dari stuttgart pagi keberangkatan sore kamis jumat minggu
Mesin yang sekarang dipesan akan ditempatkan di pabrik baru dengan kapasitas produksi tahunan sebesar 40.000 m3 kayu lapis birch berlapis.,1,Train,mesin dipesan ditempatkan pabrik kapasitas produksi tahunan sebesar token_angka m3 kayu lapis birch berlapis
Periode pemesanan saham untuk opsi C akan dimulai pada tanggal 1 September 2008 dan berakhir pada tanggal 31 Maret 2011 .,1,Train,periode pemesanan saham opsi c tanggal token_angka september token_tahun tanggal token_angka maret token_tahun
"Danske Bank AS DANSKE DC melonjak 3,7 persen menjadi 133,4 kroner, rebound dari penurunan 3,5 persen kemarin.",2,Train,danske bank danske dc melonjak token_persen menjadi token_angka kroner rebound dari penurunan token_persen kemarin
Penggabungan antara UPM dan Finlandia-Swedia Stora Enso juga tidak mungkin terjadi.,1,Train,penggabungan upm finlandia swedia stora enso tidak
"Cohen & Steers, Inc.: 5.534.530 saham mewakili 4,985% modal saham dan hak suara.",1,Train,cohen steers inc token_angka token_angka saham mewakili token_angka modal saham hak suara
"Setelah demerger, wakil presiden perdagangan farmasi grup di Finlandia, Jukka Niemi, akan ditunjuk sebagai direktur pelaksana Oriola di samping tanggung jawabnya saat ini.",1,Train,setelah demerger wakil presiden perdagangan farmasi grup finlandia jukka niemi direktur pelaksana oriola samping tanggung
Perjanjian tahun 2001 berakhir awal bulan ini.,1,Train,perjanjian token_tahun
"Peralatan akan diproduksi di bengkel Vaahto di Hollola , Finlandia dan dijadwalkan untuk pengiriman selama kuartal pertama tahun 2009 .",1,Train,peralatan diproduksi bengkel vaahto hollola finlandia dijadwalkan pengiriman selama kuartal token_tahun
"Mr Ashley , wakil ketua eksekutif Sports Direct , menjual 43 persen saham di perusahaan tersebut dengan harga lebih dari 900 juta pound pada saat peluncuran .",1,Train,mr ashley wakil ketua eksekutif sports direct menjual token_persen saham perusahaan harga lebih dari token_angka juta pound peluncuran
"Setelah penjualan, Savcor Group Ltd akan terdiri dari Savcor ART, fungsi korporat dan investasi di Cencorp Corporation.",1,Train,setelah penjualan savcor group ltd dari savcor art fungsi korporat investasi cencorp corporation
Nilai gabungan dari investasi yang direncanakan adalah sekitar EUR 30 juta.,1,Train,nilai gabungan dari investasi direncanakan sekitar token_uang
"( ADP News ) - 29 Okt , 2008 - Pembuat alat angkat Finlandia Konecranes Oyj ( OMX : KCR1V ) hari ini mengatakan bahwa laba bersihnya meningkat menjadi EUR 116,6 juta ( USD 149,1 m ) dalam sembilan bulan pertama tahun 2008 dari EUR 73,6 juta untuk S",2,Train,adp news token_angka okt token_tahun pembuat alat angkat finlandia konecranes perusahaan publik bursa efek nordik kcr token_angka v laba bersihnya meningkat menjadi token_uang token_uang sembilan token_tahun dari token_uang
Rapala Fishing Frenzy 2009 .,1,Train,rapala fishing frenzy token_tahun
(Jumlah akuisisi belum diungkapkan.),1,Train,akuisisi belum
"Bidang usaha Grup adalah Konstruksi Bangunan, Konstruksi Infrastruktur, Jasa Teknis Bangunan, dan Produk Bangunan.",1,Train,bidang usaha grup konstruksi bangunan konstruksi infrastruktur jasa teknis bangunan produk bangunan
"Itu juga berubah menjadi laba per saham (EPS) EUR 0,08 versus kerugian per saham EUR 0,04.",2,Train,berubah menjadi laba saham eps token_uang versus kerugian saham token_uang
Konversi mata uang didasarkan pada nilai tukar pada saat kesepakatan.,1,Train,konversi mata uang didasarkan nilai tukar kesepakatan
Prothious Engineering ( www.prothious.com ) mempekerjakan lebih dari 1.000 orang dan memiliki portofolio proyek yang besar dan kapasitas perincian tahunan lebih dari 100.000 ton .,1,Train,prothious engineering mempekerjakan lebih dari token_angka orang memiliki portofolio proyek kapasitas perincian tahunan lebih dari token_angka ton
"Maskapai nasional Finlandia itu mengatakan rugi bersih pada April hingga Juni mencapai 26 juta euro, turun dari laba bersih 13 juta euro setahun sebelumnya.",0,Train,maskapai nasional finlandia rugi bersih april hingga juni mencapai token_angka juta euro turun dari laba bersih token_angka juta euro setahun
"Metsa-Botnia akan membiayai pembayaran dividen, pembayaran kembali modal dan pembelian kembali sahamnya sendiri dengan dana yang berasal dari divestasi operasi Uruguay, dan saham di Pohjolan Voima, dan dengan memanfaatkan fasilitas pembiayaan yang ada.",1,Train,metsa botnia membiayai pembayaran dividen pembayaran modal pembelian sahamnya dana berasal dari divestasi operasi uruguay saham pohjolan voima memanfaatkan fasilitas pembiayaan
Pihaknya memperkirakan laba operasi akan semakin meningkat dari kuartal ketiga.,2,Train,laba operasi meningkat dari kuartal ketiga
"Transaksi tersebut akan meningkatkan pendapatan per saham pada kuartal pertama sebesar EUR0,28.",2,Train,transaksi meningkatkan pendapatan saham kuartal sebesar token_uang token_angka
Vacon Finlandia telah menandatangani kesepakatan yang signifikan dengan Sistem Listrik Skandinavia Norwegia (SES) pada penyediaan drive AC.,2,Train,vacon finlandia menandatangani kesepakatan signifikan sistem listrik skandinavia norwegia ses penyediaan drive ac
"Tembaga , timbal dan nikel juga turun ... HBOS ( HBOS ) anjlok 20 % menjadi 70,3 pence setelah mengatakan tahun ini+ó ??",0,Train,tembaga timbal nikel turun hbos hbos anjlok token_angka menjadi token_angka pence setelah ó
"Laba operasional mencapai EUR 11,4 juta, naik dari EUR 7,5 juta.",2,Train,laba operasional mencapai token_uang naik dari token_uang
"Penjualan Grup -¦ selama periode tersebut adalah EUR 31,6 juta EUR 36,6 juta, 1-6/2007 dan laba sebelum pajak adalah EUR 0,2 1,3 juta.",1,Train,penjualan grup selama periode token_uang token_uang token_angka token_angka token_tahun laba pajak token_uang token_angka juta
"Laba bersih perusahaan produk logam Finlandia Componenta Oyj sedikit turun menjadi 25,1 juta euro ($40,2 juta) untuk paruh pertama tahun 2008 dari 25,4 juta euro ($40,7 juta) untuk periode yang sama tahun 2007.",0,Train,laba bersih perusahaan produk logam finlandia componenta perusahaan publik turun menjadi token_angka juta euro token_angka juta paruh token_tahun dari token_angka juta euro token_angka juta periode token_tahun
"Nama asli Componenta +àm+Ñl , sebagai anak perusahaan dari Finnish Componenta Group , telah diubah menjadi +àm+Ñl Components dan perusahaan telah mengalami pertumbuhan sebesar 63 % pada Q1 2010 , dibandingkan dengan Q1 2009 .",2,Train,nama asli componenta àm ñl anak perusahaan dari finnish componenta group diubah menjadi àm ñl components perusahaan mengalami pertumbuhan sebesar token_angka kuartal token_tahun dibandingkan kuartal token_tahun
"Secara keseluruhan CapMan mempekerjakan sekitar 150 orang di Helsinki, Stockholm, Copenhagen, Oslo, Moscow dan Luxembourg.",1,Train,capman mempekerjakan sekitar token_angka orang helsinki stockholm copenhagen oslo moscow luxembourg
Pengembang solusi otomasi Finlandia Cencorp Corporation ( OMX Helsinki : CNC1V ) pada Kamis ( 18 September ) mengeluarkan peringatan laba untuk kuartal ketiga 2008 .,0,Train,pengembang solusi otomasi finlandia cencorp corporation bursa efek nordik helsinki cnc token_angka v kamis token_angka september mengeluarkan peringatan laba kuartal ketiga token_tahun
"Bidang usahanya adalah konstruksi bangunan, konstruksi infrastruktur dan jasa teknik bangunan.",1,Train,bidang usahanya konstruksi bangunan konstruksi infrastruktur jasa teknik bangunan
"Ibu kota Utah ingin menjadi markas AS berikutnya dari Amer Sports Corp., sebuah perusahaan peralatan ski.",1,Train,kota utah menjadi markas dari amer sports corp perusahaan peralatan ski
Perubahan apa yang ingin Anda lihat pada upaya Nokia berikutnya?,1,Train,perubahan lihat upaya nokia
"Unggulan akan membuka musim gugur ini di Manhattan's Flatiron District di `` Toy Building, '' di 200 Fifth Avenue.",1,Train,unggulan membuka musim gugur manhattan flatiron district toy building token_angka fifth avenue
"Dalam bisnis saat ini, Anda harus mendahului apa yang diinginkan konsumen, kata Mohammed Zainaledin, General Manager, Zain Bahrain.",1,Train,bisnis mendahului konsumen mohammed zainaledin general manager zain bahrain
"Kontrak mencakup pembuatan, perawatan permukaan dan pemasangan struktur baja.",1,Train,kontrak mencakup pembuatan perawatan permukaan pemasangan struktur baja
"Laba sebelum pajak meningkat menjadi EUR 17,8 juta dari EUR 14,9 juta di tahun 2005 .",2,Train,laba pajak meningkat menjadi token_uang dari token_uang token_tahun
Penjualnya adalah EOSS Innovationmanagement dan sekelompok individu swasta.,1,Train,penjualnya eoss innovationmanagement sekelompok individu swasta
"Pelanggan China Unicom , operator telepon seluler terbesar kedua setelah China Mobile , diharapkan untuk merilis gambar , video dan blog di Internet melalui telepon seluler mulai Maret 2008 .",1,Train,pelanggan china unicom operator telepon seluler terbesar setelah china mobile diharapkan merilis gambar video blog internet telepon seluler maret token_tahun
"Negosiasi menyangkut personel Cencorp Corporation dan Singulase Oy secara keseluruhan di Finlandia dan Swedia, kata perusahaan itu.",1,Train,negosiasi personel cencorp corporation singulase perusahaan finlandia swedia perusahaan
"Kerugian operasional sebesar EUR 179 juta , dibandingkan dengan kerugian sebesar EUR 188 juta pada kuartal kedua tahun 2009 .",2,Train,kerugian operasional sebesar token_uang dibandingkan kerugian sebesar token_uang kuartal token_tahun
"Perusahaan bergerak ke laba operasi EUR10 ,9 m versus kerugian operasi EUR15 ,3 m. Ini juga berubah menjadi EPS sebesar EUR0,08 versus kerugian per saham sebesar EUR0,04.",2,Train,perusahaan bergerak ke laba operasi token_uang token_angka versus kerugian operasi token_uang token_angka berubah menjadi eps sebesar token_uang token_angka versus kerugian saham sebesar token_uang token_angka
"Altona menyatakan bahwa perusahaan swasta pimpinan Altona Kevin Maloney, Tulla Resources, akan mengambil haknya secara penuh.",1,Train,altona perusahaan swasta pimpinan altona kevin maloney tulla resources mengambil haknya penuh
"Perusahaan memiliki omset tahunan EUR32 0,8 m.",1,Train,perusahaan memiliki omset tahunan token_uang token_angka
"Byline: Tim Moran Raksasa ponsel Nokia Corp. menawarkan $8,1 miliar untuk pemasok peta digital NAVTEQ Corp., Chicago.",1,Train,byline tim moran raksasa ponsel nokia corp menawarkan token_angka miliar pemasok peta digital navteq corp chicago
"Pengembalian investasi adalah 5,0 % , dibandingkan dengan negatif 4,1 % pada tahun 2009 .",2,Train,pengembalian investasi token_angka dibandingkan negatif token_angka token_tahun
"Operator hanya perlu mempelajari cara menggunakan satu perangkat untuk beberapa level aplikasi, termasuk pengoperasian yang diarahkan oleh suara.",1,Train,operator mempelajari perangkat level aplikasi pengoperasian diarahkan suara
"Bisnis tersebut memiliki penjualan sekitar (Euro) 35 juta ($44juta), dan telah bertanggung jawab atas penjualan dan pemasaran bisnis bahan kimia kertas Lanxess, yang dibeli Kemira seharga (Euro) 88 juta awal tahun ini (CW, Jan. 11 , hal.22 ) .",1,Train,bisnis memiliki penjualan sekitar euro token_angka juta 44juta bertanggung atas penjualan pemasaran bisnis bahan kimia kertas lanxess dibeli kemira seharga euro token_angka juta cw jan token_angka token_angka
Lokasi baru bukan satu-satunya perubahan yang dimiliki Wellmont untuk layanan transportasi udaranya.,1,Train,lokasi satunya perubahan dimiliki wellmont layanan transportasi udaranya
Perusahaan ini berspesialisasi dalam elektrifikasi sementara dan pemanasan di lokasi konstruksi.,1,Train,perusahaan berspesialisasi elektrifikasi pemanasan lokasi konstruksi
"Finnair mengatakan pembatalan penerbangan akan menyebabkan kerugian harian x20ac 2,5 juta US$ 3 juta.",0,Train,finnair pembatalan penerbangan menyebabkan kerugian harian token_uang us token_angka juta
"28 Oktober 2010 - Pemasok teknologi produk kayu Finlandia Raute Oyj HEL : RUTAV mengatakan hari ini laba bersihnya naik menjadi EUR3 juta untuk sembilan bulan pertama tahun 2010 versus kerugian bersih EUR5,2 juta untuk periode yang sama tahun sebelumnya.",2,Train,token_angka oktober token_tahun pemasok teknologi produk kayu finlandia raute perusahaan publik bursa efek helsinki rutav laba bersihnya naik menjadi token_uang sembilan token_tahun versus kerugian bersih token_uang token_angka juta periode
"Laba operasional turun menjadi EUR 11,2 juta dari EUR 16,6 juta.",0,Train,laba operasional turun menjadi token_uang dari token_uang
"`` Setelah periode yang panjang dan tidak menguntungkan, Divisi Makanan membukukan hasil yang menguntungkan, yang menunjukkan struktur biaya yang lebih sehat dan pendekatan baru dalam operasi bisnis, kata Rihko.",2,Train,setelah periode tidak menguntungkan divisi makanan membukukan hasil menguntungkan struktur biaya lebih sehat pendekatan operasi bisnis rihko
"Gedung tersebut akan menampung, misalnya, Jyvaskyla milik Respecta Oy, serta perusahaan lain yang akan diumumkan kemudian, kata Samuel Koivisto, Direktur operasi Technopolis di Jyvaskyla.",1,Train,gedung menampung jyvaskyla milik respecta oy perusahaan diumumkan samuel koivisto direktur operasi technopolis jyvaskyla
"Alpina Sports adalah distributor yang berbasis di Lebanon, New Hampshire USA, misalnya sepatu ski dan ski Alpina, tiang ski Exel, lilin ski Start, dan sekarang juga ski lintas alam Peltonen.",1,Train,alpina sports distributor berbasis lebanon new hampshire usa sepatu ski ski alpina tiang ski exel lilin ski start ski lintas alam peltonen
Bluewin Security tersedia sebagai langganan bulanan.,1,Train,bluewin security tersedia langganan bulanan
"Perusahaan, yang memiliki aset sebesar EUR2,8 miliar, termasuk di antara lima pemegang saham terbesar perusahaan asuransi Finlandia Ilmarinen 4,34% dan Varma 0,70%, serta dana pensiun negara Finlandia VER 0,61%.",1,Train,perusahaan memiliki aset sebesar token_uang token_angka miliar pemegang saham terbesar perusahaan asuransi finlandia ilmarinen token_angka varma token_angka dana pensiun negara finlandia ver token_angka
"Penjualan di Finlandia turun 10,5% di bulan Januari, sedangkan penjualan di luar Finlandia turun 17%.",0,Train,penjualan finlandia turun token_angka januari penjualan finlandia turun token_angka
"Sebelumnya hari ini, rival Geberit dari Finlandia, Uponor OYJ memangkas perkiraan pertumbuhan penjualan setahun penuh menjadi 6 persen dari 10 persen, menyalahkan kondisi sulit di Jerman dan AS, serta faktor mata uang.",0,Train,rival geberit dari finlandia uponor perusahaan publik memangkas perkiraan pertumbuhan penjualan setahun penuh menjadi token_persen dari token_persen menyalahkan kondisi sulit jerman faktor mata uang
"Pembuat baja Finlandia Rautaruukki Oyj ( Ruukki ) mengatakan pada 7 Juli 2008 bahwa ia memenangkan kontrak 9,0 juta euro ($ 14,1 juta) untuk memasok dan memasang superstruktur baja untuk proyek jembatan Partihallsforbindelsen di Gothenburg, Swedia barat.",2,Train,pembuat baja finlandia rautaruukki perusahaan publik ruukki token_angka juli token_tahun memenangkan kontrak token_angka juta euro token_angka juta memasok memasang superstruktur baja proyek jembatan partihallsforbindelsen gothenburg swedia barat
"Kerugian terdilusi per saham menyempit menjadi EUR 0,27 dari EUR 0,86.",2,Train,kerugian terdilusi saham menyempit menjadi token_uang dari token_uang
Bapak Kari Stadigh akan melanjutkan sebagai Ketua Dewan dan Bapak Matti Arteva sebagai Wakil Ketua.,1,Train,kari stadigh melanjutkan ketua dewan matti arteva wakil ketua
Total modal dana yang dikelola oleh bank turun 28 % menjadi EUR 284juta pada akhir September 2008 .,0,Train,total modal dana dikelola bank turun token_angka menjadi token_uang september token_tahun
"Penjualan naik 19,2 persen menjadi 1,002 miliar euro, melampaui angka konsensus 953 juta euro.",2,Train,penjualan naik token_persen menjadi token_angka miliar euro melampaui angka konsensus token_angka juta euro
Perusahaan mengatakan tindakan itu tidak lagi diperlukan.,1,Train,perusahaan tindakan tidak
Ini adalah resin yang dilukis dengan tangan dengan treble 14-0 asli dan panjang 75cm kali 25cm dari atas ke bawah kait tengah.,1,Train,resin dilukis tangan treble token_angka token_angka asli 75cm kali 25cm dari atas ke bawah kait
"Laba operasi grup Kauppalehti meningkat menjadi EUR 1,5 juta dari EUR 1,3 juta , dan Marketplaces menjadi EUR 1,3 juta dari EUR 1,0 juta pada kuartal ketiga tahun 2006 .",2,Train,laba operasi grup kauppalehti meningkat menjadi token_uang dari token_uang marketplaces menjadi token_uang dari token_uang kuartal ketiga token_tahun
"Laba operasi dan perputaran untuk periode enam bulan meningkat, masing-masing dari EUR0 .1 m dan EUR29 .0 m, dibandingkan dengan periode yang sama tahun lalu.",2,Train,laba operasi perputaran periode enam meningkat dari token_uang token_angka token_uang token_angka dibandingkan periode
"Nilai kepemilikan kehutanan perusahaan meningkat sebesar SEK 3,6 miliar.",2,Train,nilai kepemilikan kehutanan perusahaan meningkat sebesar sek token_angka miliar
"Pengalihan bisnis akan berlaku mulai 1 Januari 2007, dan sehubungan dengan hal ini, 47 karyawan akan dipindahkan dari Elisa ke Daxtum sebagai karyawan tetap.",1,Train,pengalihan bisnis berlaku token_angka januari token_tahun sehubungan token_angka karyawan dipindahkan dari elisa ke daxtum karyawan
"Laba per saham lebih tinggi pada 0,48 dibandingkan 0,37 setahun sebelumnya dan menjelang konsensus pasar 0,40 euro.",2,Train,laba saham lebih token_angka dibandingkan token_angka setahun menjelang konsensus pasar token_angka euro
Januari - Ford sedang berjuang dalam menghadapi penjualan truk dan SUV yang melambat dan kebanjiran mobil-mobil yang harus dimiliki yang up-to-date.,0,Train,januari ford berjuang menghadapi penjualan truk suv melambat kebanjiran mobil mobil dimiliki date
"Pelanggan kami termasuk perusahaan di sektor industri energi dan proses, khususnya.",1,Train,pelanggan perusahaan sektor industri energi proses
"unit pengolahan kaca milik Glaston, Tamglass Glass Processing, adalah produsen produk kaca pengaman berkualitas tinggi, dan beroperasi di Finlandia.",1,Train,unit pengolahan kaca milik glaston tamglass glass processing produsen produk kaca pengaman berkualitas beroperasi finlandia
"Perusahaan mengatakan bahwa permintaan kertas meningkat di semua pasar utamanya, termasuk kertas publikasi, dan bahwa harga kertas meningkat rata-rata sebesar 4 persen dibandingkan dengan tahun lalu.",2,Train,perusahaan permintaan kertas meningkat pasar utamanya kertas publikasi harga kertas meningkat sebesar token_persen dibandingkan
"Biaya kesepakatan bisa berkisar dari 70 juta hingga 90 juta euro tergantung pada hasil keuangan kedua perusahaan pada 2008, kata pernyataan itu.",1,Train,biaya kesepakatan berkisar dari token_angka juta hingga token_angka juta euro tergantung hasil keuangan perusahaan token_tahun pernyataan
"Bisnis pertahanan Tekla mempekerjakan lebih dari 20 orang dan berlokasi di Espoo, Finlandia.",1,Train,bisnis pertahanan tekla mempekerjakan lebih dari token_angka orang berlokasi espoo finlandia
Capitex Kalmar akan terus bertanggung jawab atas pemeliharaan dan pengembangan teknis dari layanan tersebut.,1,Train,capitex kalmar bertanggung atas pemeliharaan pengembangan teknis dari layanan
"Nordstjernan telah menggunakan opsinya untuk membeli 22,4% saham lainnya dari saham dan suara Salcomp.",1,Train,nordstjernan opsinya membeli token_angka saham dari saham suara salcomp
Penjualan bir kekuatan sedang menurun sebesar 40 % .,0,Train,penjualan bir kekuatan menurun sebesar token_angka
Pengisi daya berkualitas dengan merek CHARGZ dijual di toko ritel terpilih dan lokasi penjualan lainnya di seluruh dunia.,1,Train,pengisi daya berkualitas merek chargz dijual toko ritel terpilih lokasi penjualan dunia
Listrik yang dihasilkan setiap tahun oleh Loviisa mencakup sekitar 10% konsumsi listrik Finlandia.,1,Train,listrik dihasilkan loviisa mencakup sekitar token_angka konsumsi listrik finlandia
"Motorola Inc. dari Amerika Serikat berada di urutan kedua dengan pengapalan 217,4 juta unit untuk pangsa pasar 21,3 persen, diikuti Samsung Electronics Co dari Korea Selatan dengan pengapalan 118,0 juta unit untuk pangsa pasar 11,6 persen.",1,Train,motorola inc dari amerika serikat urutan pengapalan token_angka juta unit pangsa pasar token_persen diikuti samsung electronics co dari korea selatan pengapalan token_angka juta unit pangsa pasar token_persen
PENGUMUMAN BURSA EFEK 20 Juli 2006 1 ( 1 ) PEMESANAN SAHAM BASWARE DENGAN JAMINAN DAN PENINGKATAN MODAL SAHAM Sebanyak 119.850 saham telah dipesan dengan Program Waran BasWare .,1,Train,pengumuman bursa efek token_angka juli token_tahun token_angka token_angka pemesanan saham basware jaminan peningkatan modal saham token_angka saham dipesan program waran basware
"Laba operasi mencapai EUR 21,1 juta, naik dari EUR 18,6 juta di tahun 2007, mewakili 9,7% dari penjualan bersih.",2,Train,laba operasi mencapai token_uang naik dari token_uang token_tahun mewakili token_angka dari penjualan bersih
Perubahan model as-built dari desain dikomunikasikan kepada subkontraktor untuk mengakomodasi mereka ke dalam proses fabrikasi beton bertulang baja dan kaca GRC.,1,Train,perubahan model built dari desain dikomunikasikan subkontraktor mengakomodasi ke proses fabrikasi beton bertulang baja kaca grc
"Bisnis ini diatur, mulai 1 Februari 2011, dengan cara produksi jasa desain digabungkan menjadi satu kesatuan, Operasi Etteplan.",1,Train,bisnis diatur token_angka februari token_tahun produksi jasa desain digabungkan menjadi kesatuan operasi etteplan
"Pada periode pelaporan , penjualan bersih naik sebesar 8 % tahun ke tahun menjadi EUR64 ,3 m , karena akuisisi bisnis yang direalisasikan selama paruh pertama 2008-09 , pengaruhnya adalah EUR10 ,9 m pada periode peninjauan .",2,Train,periode pelaporan penjualan bersih naik sebesar token_angka ke menjadi token_uang token_angka karena akuisisi bisnis direalisasikan selama paruh token_tahun token_angka pengaruhnya token_uang token_angka periode peninjauan
"Perusahaan teknologi wafer silikon Finlandia Okmetic Oyj ( OMX Helsinki : OKM1V ) melaporkan pada hari Kamis ( 7 Agustus ) keuntungan operasi sebesar EUR5,3 juta untuk periode Januari-Juni 2008 , naik dari EUR3,3 juta pada periode yang sama tahun 2007 .",2,Train,perusahaan teknologi wafer silikon finlandia okmetic perusahaan publik bursa efek nordik helsinki okm token_angka v melaporkan kamis token_angka agustus keuntungan operasi sebesar token_uang token_angka juta periode januari juni token_tahun naik dari token_uang token_angka juta periode token_tahun
"FinancialWire tm bukanlah layanan siaran pers, dan tidak menerima kompensasi atas berita, opini, atau distribusinya.",1,Train,financialwire tm layanan siaran pers tidak menerima kompensasi atas berita opini distribusinya
"Laba operasional turun menjadi EUR 23,26 juta dari EUR 32,86 juta.",0,Train,laba operasional turun menjadi token_uang dari token_uang
"Eksekutif mengatakan bahwa negara-negara seperti Brazil, Chili, Argentina dan Meksiko akan memimpin adopsi di segmen layanan Ethernet bisnis, sementara Brazil dan Meksiko akan menjadi pengadopsi awal pembawa Ethernet untuk backhaul mobile.",1,Train,eksekutif negara negara brazil chili argentina meksiko memimpin adopsi segmen layanan ethernet bisnis brazil meksiko menjadi pengadopsi pembawa ethernet backhaul mobile
Pesanan juga mencakup beberapa penggerak daya tinggi untuk kontrol kompresor seismik.,1,Train,pesanan mencakup penggerak daya kontrol kompresor seismik
